Account Name,Var 1,Var 2,Var 3,Var N,01/2018,02/2018,03/2018,04/2018,05/2018,06/2018,07/2018,08/2018,09/2018,10/2018,11/2018,12/2018,01/2019,02/2019,03/2019,04/2019,05/2019,06/2019,07/2019,08/2019,09/2019,10/2019,11/2019,12/2019,01/2020,02/2020,03/2020,04/2020,05/2020,06/2020,07/2020,08/2020,09/2020,10/2020,11/2020,12/2020,01/2021,02/2021,03/2021,04/2021,05/2021
127,North America,Healthcare,Enterprise,,,,,,,,,,,"$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145","$91,145"
128,APAC,Financial Services,SMB,,,,,,,,,,,"$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544","$73,544"
129,APAC,Travel,Middle Market,,,,,,,,,,,"$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114","$787,114"
130,North America,Healthcare,Middle Market,,,,,,,,,,,"$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168","$430,168"
131,EMEA,Healthcare,Enterprise,,,,,,,,,,,"$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460","$164,460"
132,EMEA,Healthcare,Enterprise,,,,,,,,,,,"$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938","$812,938"
133,North America,Financial Services,Enterprise,,,,,,,,,,,"$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375","$583,375"
134,APAC,Financial Services,SMB,,,,,,,,,,,,"$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928","$396,928"
135,EMEA,Financial Services,Enterprise,,,,,,,,,,,,"$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253","$155,253"
136,North America,Healthcare,Enterprise,,,,,,,,,,,,"$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191","$128,191"
137,APAC,Travel,SMB,,,,,,,,,,,,"$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954","$564,954"
138,EMEA,Financial Services,Enterprise,,,,,,,,,,,,,"$964,493","$964,493","$964,493","$964,493","$964,493","$964,493","$964,493","$964,493","$964,493","$964,493","$964,493","$964,493","$1,446,740","$1,446,740","$1,446,740","$1,446,740","$1,446,740","$1,446,740","$1,446,740","$1,446,740","$1,446,740","$1,446,740","$1,446,740","$1,446,740","$2,170,109","$2,170,109","$2,170,109","$2,170,109","$2,170,109","$2,170,109"
139,EMEA,Travel,Middle Market,,,,,,,,,,,,,"$422,348","$422,348","$422,348","$422,348","$422,348","$422,348","$422,348","$422,348","$422,348","$422,348","$422,348","$422,348","$633,522","$633,522","$633,522","$633,522","$633,522","$633,522","$633,522","$633,522","$633,522","$633,522","$633,522","$633,522","$950,283","$950,283","$950,283","$950,283","$950,283","$950,283"
140,APAC,Financial Services,Enterprise,,,,,,,,,,,,,"$977,723","$977,723","$977,723","$977,723","$977,723","$977,723","$977,723","$977,723","$977,723","$977,723","$977,723","$977,723","$1,466,585","$1,466,585","$1,466,585","$1,466,585","$1,466,585","$1,466,585","$1,466,585","$1,466,585","$1,466,585","$1,466,585","$1,466,585","$1,466,585","$2,199,877","$2,199,877","$2,199,877","$2,199,877","$2,199,877","$2,199,877"
141,EMEA,Healthcare,Middle Market,,,,,,,,,,,,,"$792,492","$792,492","$792,492","$792,492","$792,492","$792,492","$792,492","$792,492","$792,492","$792,492","$792,492","$792,492","$1,188,738","$1,188,738","$1,188,738","$1,188,738","$1,188,738","$1,188,738","$1,188,738","$1,188,738","$1,188,738","$1,188,738","$1,188,738","$1,188,738","$1,783,107","$1,783,107","$1,783,107","$1,783,107","$1,783,107","$1,783,107"
142,APAC,Travel,Enterprise,,,,,,,,,,,,,"$610,973","$610,973","$610,973","$610,973","$610,973","$610,973","$610,973","$610,973","$610,973","$610,973","$610,973","$610,973","$916,460","$916,460","$916,460","$916,460","$916,460","$916,460","$916,460","$916,460","$916,460","$916,460","$916,460","$916,460","$1,374,689","$1,374,689","$1,374,689","$1,374,689","$1,374,689","$1,374,689"
143,APAC,Healthcare,SMB,,,,,,,,,,,,,"$621,931","$621,931","$621,931","$621,931","$621,931","$621,931","$621,931","$621,931","$621,931","$621,931","$621,931","$621,931","$932,897","$932,897","$932,897","$932,897","$932,897","$932,897","$932,897","$932,897","$932,897","$932,897","$932,897","$932,897","$1,399,345","$1,399,345","$1,399,345","$1,399,345","$1,399,345","$1,399,345"
144,EMEA,Travel,Enterprise,,,,,,,,,,,,,"$47,700","$47,700","$47,700","$47,700","$47,700","$47,700","$47,700","$47,700","$47,700","$47,700","$47,700","$47,700","$71,550","$71,550","$71,550","$71,550","$71,550","$71,550","$71,550","$71,550","$71,550","$71,550","$71,550","$71,550","$107,325","$107,325","$107,325","$107,325","$107,325","$107,325"
145,EMEA,Healthcare,Middle Market,,,,,,,,,,,,,"$56,564","$56,564","$56,564","$56,564","$56,564","$56,564","$56,564","$56,564","$56,564","$56,564","$56,564","$56,564","$84,846","$84,846","$84,846","$84,846","$84,846","$84,846","$84,846","$84,846","$84,846","$84,846","$84,846","$84,846","$127,269","$127,269","$127,269","$127,269","$127,269","$127,269"
146,APAC,Travel,Enterprise,,,,,,,,,,,,,"$330,163","$330,163","$330,163","$330,163","$330,163","$330,163","$330,163","$330,163","$330,163","$330,163","$330,163","$330,163","$264,130","$264,130","$264,130","$264,130","$264,130","$264,130","$264,130","$264,130","$264,130","$264,130","$264,130","$264,130","$396,196","$396,196","$396,196","$396,196","$396,196","$396,196"
147,APAC,Healthcare,Middle Market,,,,,,,,,,,,,"$619,184","$619,184","$619,184","$619,184","$619,184","$619,184","$619,184","$619,184","$619,184","$619,184","$619,184","$619,184","$495,347","$495,347","$495,347","$495,347","$495,347","$495,347","$495,347","$495,347","$495,347","$495,347","$495,347","$495,347","$743,021","$743,021","$743,021","$743,021","$743,021","$743,021"
148,APAC,Healthcare,SMB,,,,,,,,,,,,,"$864,274","$864,274","$864,274","$864,274","$864,274","$864,274","$864,274","$864,274","$864,274","$864,274","$864,274","$864,274","$691,419","$691,419","$691,419","$691,419","$691,419","$691,419","$691,419","$691,419","$691,419","$691,419","$691,419","$691,419","$1,037,129","$1,037,129","$1,037,129","$1,037,129","$1,037,129","$1,037,129"
149,APAC,Healthcare,Enterprise,,,,,,,,,,,,,"$568,911","$568,911","$568,911","$568,911","$568,911","$568,911","$568,911","$568,911","$568,911","$568,911","$568,911","$568,911","$455,129","$455,129","$455,129","$455,129","$455,129","$455,129","$455,129","$455,129","$455,129","$455,129","$455,129","$455,129","$682,693","$682,693","$682,693","$682,693","$682,693","$682,693"
150,North America,Travel,SMB,,,,,,,,,,,,,"$273,548","$273,548","$273,548","$273,548","$273,548","$273,548","$273,548","$273,548","$273,548","$273,548","$273,548","$273,548","$218,838","$218,838","$218,838","$218,838","$218,838","$218,838","$218,838","$218,838","$218,838","$218,838","$218,838","$218,838","$328,258","$328,258","$328,258","$328,258","$328,258","$328,258"
151,APAC,Travel,SMB,,,,,,,,,,,,,"$726,125","$726,125","$726,125","$726,125","$726,125","$726,125","$726,125","$726,125","$726,125","$726,125","$726,125","$726,125","$580,900","$580,900","$580,900","$580,900","$580,900","$580,900","$580,900","$580,900","$580,900","$580,900","$580,900","$580,900","$871,350","$871,350","$871,350","$871,350","$871,350","$871,350"
152,North America,Travel,Enterprise,,,,,,,,,,,,,"$349,183","$349,183","$349,183","$349,183","$349,183","$349,183","$349,183","$349,183","$349,183","$349,183","$349,183","$349,183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,North America,Travel,Middle Market,,,,,,,,,,,,,,"$527,814","$527,814","$527,814","$527,814","$527,814","$527,814","$527,814","$527,814","$527,814","$527,814","$527,814","$527,814","$263,907","$263,907","$263,907","$263,907","$263,907","$263,907","$263,907","$263,907","$263,907","$263,907","$263,907","$263,907","$475,033","$475,033","$475,033","$475,033","$475,033"
154,North America,Financial Services,SMB,,,,,,,,,,,,,,"$515,321","$515,321","$515,321","$515,321","$515,321","$515,321","$515,321","$515,321","$515,321","$515,321","$515,321","$515,321","$257,661","$257,661","$257,661","$257,661","$257,661","$257,661","$257,661","$257,661","$257,661","$257,661","$257,661","$257,661","$463,789","$463,789","$463,789","$463,789","$463,789"
155,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,"$766,312","$766,312","$766,312","$766,312","$766,312","$766,312","$766,312","$766,312","$766,312","$766,312","$766,312","$766,312","$383,156","$383,156","$383,156","$383,156","$383,156","$383,156","$383,156","$383,156","$383,156","$383,156","$383,156","$383,156","$689,681","$689,681","$689,681","$689,681","$689,681"
156,APAC,Financial Services,SMB,,,,,,,,,,,,,,"$169,972","$169,972","$169,972","$169,972","$169,972","$169,972","$169,972","$169,972","$169,972","$169,972","$169,972","$169,972","$84,986","$84,986","$84,986","$84,986","$84,986","$84,986","$84,986","$84,986","$84,986","$84,986","$84,986","$84,986","$152,975","$152,975","$152,975","$152,975","$152,975"
157,North America,Financial Services,Middle Market,,,,,,,,,,,,,,"$587,675","$587,675","$587,675","$587,675","$587,675","$587,675","$587,675","$587,675","$587,675","$587,675","$587,675","$587,675","$293,838","$293,838","$293,838","$293,838","$293,838","$293,838","$293,838","$293,838","$293,838","$293,838","$293,838","$293,838","$528,908","$528,908","$528,908","$528,908","$528,908"
158,APAC,Travel,Enterprise,,,,,,,,,,,,,,"$835,033","$835,033","$835,033","$835,033","$835,033","$835,033","$835,033","$835,033","$835,033","$835,033","$835,033","$835,033",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
159,EMEA,Financial Services,Enterprise,,,,,,,,,,,,,,"$662,381","$662,381","$662,381","$662,381","$662,381","$662,381","$662,381","$662,381","$662,381","$662,381","$662,381","$662,381",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
160,EMEA,Travel,SMB,,,,,,,,,,,,,,"$573,683","$573,683","$573,683","$573,683","$573,683","$573,683","$573,683","$573,683","$573,683","$573,683","$573,683","$573,683","$631,051","$631,051","$631,051","$631,051","$631,051","$631,051","$631,051","$631,051","$631,051","$631,051","$631,051","$631,051","$694,156","$694,156","$694,156","$694,156","$694,156"
161,EMEA,Financial Services,Enterprise,,,,,,,,,,,,,,"$384,861","$384,861","$384,861","$384,861","$384,861","$384,861","$384,861","$384,861","$384,861","$384,861","$384,861","$384,861","$423,347","$423,347","$423,347","$423,347","$423,347","$423,347","$423,347","$423,347","$423,347","$423,347","$423,347","$423,347","$465,682","$465,682","$465,682","$465,682","$465,682"
162,APAC,Healthcare,Enterprise,,,,,,,,,,,,,,"$755,638","$755,638","$755,638","$755,638","$755,638","$755,638","$755,638","$755,638","$755,638","$755,638","$755,638","$755,638","$831,202","$831,202","$831,202","$831,202","$831,202","$831,202","$831,202","$831,202","$831,202","$831,202","$831,202","$831,202","$914,322","$914,322","$914,322","$914,322","$914,322"
163,North America,Travel,SMB,,,,,,,,,,,,,,,"$548,535","$548,535","$548,535","$548,535","$548,535","$548,535","$548,535","$548,535","$548,535","$548,535","$548,535","$548,535","$603,389","$603,389","$603,389","$603,389","$603,389","$603,389","$603,389","$603,389","$603,389","$603,389","$603,389","$603,389","$663,727","$663,727","$663,727","$663,727"
164,North America,Travel,Enterprise,,,,,,,,,,,,,,,"$399,048","$399,048","$399,048","$399,048","$399,048","$399,048","$399,048","$399,048","$399,048","$399,048","$399,048","$399,048","$438,953","$438,953","$438,953","$438,953","$438,953","$438,953","$438,953","$438,953","$438,953","$438,953","$438,953","$438,953","$482,848","$482,848","$482,848","$482,848"
165,North America,Financial Services,Middle Market,,,,,,,,,,,,,,,"$29,779","$29,779","$29,779","$29,779","$29,779","$29,779","$29,779","$29,779","$29,779","$29,779","$29,779","$29,779","$32,757","$32,757","$32,757","$32,757","$32,757","$32,757","$32,757","$32,757","$32,757","$32,757","$32,757","$32,757","$36,033","$36,033","$36,033","$36,033"
166,APAC,Travel,SMB,,,,,,,,,,,,,,,"$271,314","$271,314","$271,314","$271,314","$271,314","$271,314","$271,314","$271,314","$271,314","$271,314","$271,314","$271,314","$298,445","$298,445","$298,445","$298,445","$298,445","$298,445","$298,445","$298,445","$298,445","$298,445","$298,445","$298,445","$328,290","$328,290","$328,290","$328,290"
167,APAC,Travel,Enterprise,,,,,,,,,,,,,,,"$677,286","$677,286","$677,286","$677,286","$677,286","$677,286","$677,286","$677,286","$677,286","$677,286","$677,286","$677,286","$745,015","$745,015","$745,015","$745,015","$745,015","$745,015","$745,015","$745,015","$745,015","$745,015","$745,015","$745,015","$819,516","$819,516","$819,516","$819,516"
168,North America,Travel,SMB,,,,,,,,,,,,,,,"$186,749","$186,749","$186,749","$186,749","$186,749","$186,749","$186,749","$186,749","$186,749","$186,749","$186,749","$186,749","$205,424","$205,424","$205,424","$205,424","$205,424","$205,424","$205,424","$205,424","$205,424","$205,424","$205,424","$205,424","$225,966","$225,966","$225,966","$225,966"
169,APAC,Travel,Enterprise,,,,,,,,,,,,,,,"$369,016","$369,016","$369,016","$369,016","$369,016","$369,016","$369,016","$369,016","$369,016","$369,016","$369,016","$369,016","$276,762","$276,762","$276,762","$276,762","$276,762","$276,762","$276,762","$276,762","$276,762","$276,762","$276,762","$276,762","$304,438","$304,438","$304,438","$304,438"
170,APAC,Financial Services,SMB,,,,,,,,,,,,,,,"$679,435","$679,435","$679,435","$679,435","$679,435","$679,435","$679,435","$679,435","$679,435","$679,435","$679,435","$679,435","$509,576","$509,576","$509,576","$509,576","$509,576","$509,576","$509,576","$509,576","$509,576","$509,576","$509,576","$509,576","$560,534","$560,534","$560,534","$560,534"
171,APAC,Healthcare,Middle Market,,,,,,,,,,,,,,,"$717,803","$717,803","$717,803","$717,803","$717,803","$717,803","$717,803","$717,803","$717,803","$717,803","$717,803","$717,803","$538,352","$538,352","$538,352","$538,352","$538,352","$538,352","$538,352","$538,352","$538,352","$538,352","$538,352","$538,352","$592,187","$592,187","$592,187","$592,187"
172,EMEA,Travel,Enterprise,,,,,,,,,,,,,,,"$590,331","$590,331","$590,331","$590,331","$590,331","$590,331","$590,331","$590,331","$590,331","$590,331","$590,331","$590,331","$442,748","$442,748","$442,748","$442,748","$442,748","$442,748","$442,748","$442,748","$442,748","$442,748","$442,748","$442,748","$487,023","$487,023","$487,023","$487,023"
173,North America,Travel,Enterprise,,,,,,,,,,,,,,,"$981,159","$981,159","$981,159","$981,159","$981,159","$981,159","$981,159","$981,159","$981,159","$981,159","$981,159","$981,159","$735,869","$735,869","$735,869","$735,869","$735,869","$735,869","$735,869","$735,869","$735,869","$735,869","$735,869","$735,869","$809,456","$809,456","$809,456","$809,456"
174,APAC,Travel,SMB,,,,,,,,,,,,,,,"$724,553","$724,553","$724,553","$724,553","$724,553","$724,553","$724,553","$724,553","$724,553","$724,553","$724,553","$724,553","$543,415","$543,415","$543,415","$543,415","$543,415","$543,415","$543,415","$543,415","$543,415","$543,415","$543,415","$543,415","$597,756","$597,756","$597,756","$597,756"
175,APAC,Travel,SMB,,,,,,,,,,,,,,,"$372,236","$372,236","$372,236","$372,236","$372,236","$372,236","$372,236","$372,236","$372,236","$372,236","$372,236","$372,236","$279,177","$279,177","$279,177","$279,177","$279,177","$279,177","$279,177","$279,177","$279,177","$279,177","$279,177","$279,177","$307,095","$307,095","$307,095","$307,095"
176,APAC,Financial Services,Middle Market,,,,,,,,,,,,,,,"$681,752","$681,752","$681,752","$681,752","$681,752","$681,752","$681,752","$681,752","$681,752","$681,752","$681,752","$681,752","$511,314","$511,314","$511,314","$511,314","$511,314","$511,314","$511,314","$511,314","$511,314","$511,314","$511,314","$511,314",0,0,0,0
177,APAC,Travel,SMB,,,,,,,,,,,,,,,"$555,660","$555,660","$555,660","$555,660","$555,660","$555,660","$555,660","$555,660","$555,660","$555,660","$555,660","$555,660","$416,745","$416,745","$416,745","$416,745","$416,745","$416,745","$416,745","$416,745","$416,745","$416,745","$416,745","$416,745",0,0,0,0
178,APAC,Travel,SMB,,,,,,,,,,,,,,,"$619,183","$619,183","$619,183","$619,183","$619,183","$619,183","$619,183","$619,183","$619,183","$619,183","$619,183","$619,183","$464,387","$464,387","$464,387","$464,387","$464,387","$464,387","$464,387","$464,387","$464,387","$464,387","$464,387","$464,387",0,0,0,0
179,North America,Travel,Middle Market,,,,,,,,,,,,,,,"$646,350","$646,350","$646,350","$646,350","$646,350","$646,350","$646,350","$646,350","$646,350","$646,350","$646,350","$646,350","$484,763","$484,763","$484,763","$484,763","$484,763","$484,763","$484,763","$484,763","$484,763","$484,763","$484,763","$484,763",0,0,0,0
180,North America,Healthcare,Enterprise,,,,,,,,,,,,,,,"$545,472","$545,472","$545,472","$545,472","$545,472","$545,472","$545,472","$545,472","$545,472","$545,472","$545,472","$545,472","$409,104","$409,104","$409,104","$409,104","$409,104","$409,104","$409,104","$409,104","$409,104","$409,104","$409,104","$409,104",0,0,0,0
181,EMEA,Healthcare,Middle Market,,,,,,,,,,,,,,,"$615,775","$615,775","$615,775","$615,775","$615,775","$615,775","$615,775","$615,775","$615,775","$615,775","$615,775","$615,775","$461,831","$461,831","$461,831","$461,831","$461,831","$461,831","$461,831","$461,831","$461,831","$461,831","$461,831","$461,831",0,0,0,0
182,APAC,Healthcare,SMB,,,,,,,,,,,,,,,"$86,456","$86,456","$86,456","$86,456","$86,456","$86,456","$86,456","$86,456","$86,456","$86,456","$86,456","$86,456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,EMEA,Travel,Enterprise,,,,,,,,,,,,,,,"$571,668","$571,668","$571,668","$571,668","$571,668","$571,668","$571,668","$571,668","$571,668","$571,668","$571,668","$571,668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,APAC,Financial Services,SMB,,,,,,,,,,,,,,,"$753,264","$753,264","$753,264","$753,264","$753,264","$753,264","$753,264","$753,264","$753,264","$753,264","$753,264","$753,264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,APAC,Travel,Middle Market,,,,,,,,,,,,,,,"$484,189","$484,189","$484,189","$484,189","$484,189","$484,189","$484,189","$484,189","$484,189","$484,189","$484,189","$484,189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,APAC,Travel,Middle Market,,,,,,,,,,,,,,,"$423,559","$423,559","$423,559","$423,559","$423,559","$423,559","$423,559","$423,559","$423,559","$423,559","$423,559","$423,559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,,,"$458,173","$458,173","$458,173","$458,173","$458,173","$458,173","$458,173","$458,173","$458,173","$458,173","$458,173","$458,173","$458,173","$458,173","$458,173","$458,173","$458,173","$458,173","$458,173","$458,173","$458,173","$458,173","$458,173","$458,173","$458,173","$458,173","$458,173"
188,APAC,Financial Services,Middle Market,,,,,,,,,,,,,,,,"$578,680","$578,680","$578,680","$578,680","$578,680","$578,680","$578,680","$578,680","$578,680","$578,680","$578,680","$578,680","$578,680","$578,680","$578,680","$578,680","$578,680","$578,680","$578,680","$578,680","$578,680","$578,680","$578,680","$578,680","$578,680","$578,680","$578,680"
189,EMEA,Healthcare,Enterprise,,,,,,,,,,,,,,,,"$433,542","$433,542","$433,542","$433,542","$433,542","$433,542","$433,542","$433,542","$433,542","$433,542","$433,542","$433,542","$433,542","$433,542","$433,542","$433,542","$433,542","$433,542","$433,542","$433,542","$433,542","$433,542","$433,542","$433,542","$433,542","$433,542","$433,542"
190,APAC,Healthcare,Middle Market,,,,,,,,,,,,,,,,"$662,038","$662,038","$662,038","$662,038","$662,038","$662,038","$662,038","$662,038","$662,038","$662,038","$662,038","$662,038","$662,038","$662,038","$662,038","$662,038","$662,038","$662,038","$662,038","$662,038","$662,038","$662,038","$662,038","$662,038","$662,038","$662,038","$662,038"
191,APAC,Financial Services,SMB,,,,,,,,,,,,,,,,"$459,366","$459,366","$459,366","$459,366","$459,366","$459,366","$459,366","$459,366","$459,366","$459,366","$459,366","$459,366","$459,366","$459,366","$459,366","$459,366","$459,366","$459,366","$459,366","$459,366","$459,366","$459,366","$459,366","$459,366","$459,366","$459,366","$459,366"
192,EMEA,Travel,Enterprise,,,,,,,,,,,,,,,,"$415,307","$415,307","$415,307","$415,307","$415,307","$415,307","$415,307","$415,307","$415,307","$415,307","$415,307","$415,307","$415,307","$415,307","$415,307","$415,307","$415,307","$415,307","$415,307","$415,307","$415,307","$415,307","$415,307","$415,307","$415,307","$415,307","$415,307"
193,APAC,Healthcare,SMB,,,,,,,,,,,,,,,,"$133,480","$133,480","$133,480","$133,480","$133,480","$133,480","$133,480","$133,480","$133,480","$133,480","$133,480","$133,480","$133,480","$133,480","$133,480","$133,480","$133,480","$133,480","$133,480","$133,480","$133,480","$133,480","$133,480","$133,480","$133,480","$133,480","$133,480"
194,APAC,Travel,SMB,,,,,,,,,,,,,,,,"$331,742","$331,742","$331,742","$331,742","$331,742","$331,742","$331,742","$331,742","$331,742","$331,742","$331,742","$331,742","$331,742","$331,742","$331,742","$331,742","$331,742","$331,742","$331,742","$331,742","$331,742","$331,742","$331,742","$331,742","$331,742","$331,742","$331,742"
195,North America,Healthcare,SMB,,,,,,,,,,,,,,,,"$565,190","$565,190","$565,190","$565,190","$565,190","$565,190","$565,190","$565,190","$565,190","$565,190","$565,190","$565,190","$565,190","$565,190","$565,190","$565,190","$565,190","$565,190","$565,190","$565,190","$565,190","$565,190","$565,190","$565,190","$565,190","$565,190","$565,190"
196,APAC,Healthcare,Middle Market,,,,,,,,,,,,,,,,"$916,553","$916,553","$916,553","$916,553","$916,553","$916,553","$916,553","$916,553","$916,553","$916,553","$916,553","$916,553","$916,553","$916,553","$916,553","$916,553","$916,553","$916,553","$916,553","$916,553","$916,553","$916,553","$916,553","$916,553","$916,553","$916,553","$916,553"
197,North America,Travel,SMB,,,,,,,,,,,,,,,,"$691,337","$691,337","$691,337","$691,337","$691,337","$691,337","$691,337","$691,337","$691,337","$691,337","$691,337","$691,337","$691,337","$691,337","$691,337","$691,337","$691,337","$691,337","$691,337","$691,337","$691,337","$691,337","$691,337","$691,337","$691,337","$691,337","$691,337"
198,EMEA,Healthcare,SMB,,,,,,,,,,,,,,,,"$979,247","$979,247","$979,247","$979,247","$979,247","$979,247","$979,247","$979,247","$979,247","$979,247","$979,247","$979,247","$979,247","$979,247","$979,247","$979,247","$979,247","$979,247","$979,247","$979,247","$979,247","$979,247","$979,247","$979,247","$979,247","$979,247","$979,247"
199,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,,,"$752,952","$752,952","$752,952","$752,952","$752,952","$752,952","$752,952","$752,952","$752,952","$752,952","$752,952","$752,952","$752,952","$752,952","$752,952","$752,952","$752,952","$752,952","$752,952","$752,952","$752,952","$752,952","$752,952","$752,952","$752,952","$752,952","$752,952"
200,North America,Financial Services,Middle Market,,,,,,,,,,,,,,,,"$486,769","$486,769","$486,769","$486,769","$486,769","$486,769","$486,769","$486,769","$486,769","$486,769","$486,769","$486,769","$486,769","$486,769","$486,769","$486,769","$486,769","$486,769","$486,769","$486,769","$486,769","$486,769","$486,769","$486,769","$486,769","$486,769","$486,769"
201,EMEA,Healthcare,Middle Market,,,,,,,,,,,,,,,,"$694,877","$694,877","$694,877","$694,877","$694,877","$694,877","$694,877","$694,877","$694,877","$694,877","$694,877","$694,877","$694,877","$694,877","$694,877","$694,877","$694,877","$694,877","$694,877","$694,877","$694,877","$694,877","$694,877","$694,877","$694,877","$694,877","$694,877"
202,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,,,"$789,125","$789,125","$789,125","$789,125","$789,125","$789,125","$789,125","$789,125","$789,125","$789,125","$789,125","$789,125","$789,125","$789,125","$789,125","$789,125","$789,125","$789,125","$789,125","$789,125","$789,125","$789,125","$789,125","$789,125","$789,125","$789,125","$789,125"
203,APAC,Healthcare,SMB,,,,,,,,,,,,,,,,"$591,971","$591,971","$591,971","$591,971","$591,971","$591,971","$591,971","$591,971","$591,971","$591,971","$591,971","$591,971","$591,971","$591,971","$591,971","$591,971","$591,971","$591,971","$591,971","$591,971","$591,971","$591,971","$591,971","$591,971","$591,971","$591,971","$591,971"
204,APAC,Financial Services,SMB,,,,,,,,,,,,,,,,"$164,031","$164,031","$164,031","$164,031","$164,031","$164,031","$164,031","$164,031","$164,031","$164,031","$164,031","$164,031","$164,031","$164,031","$164,031","$164,031","$164,031","$164,031","$164,031","$164,031","$164,031","$164,031","$164,031","$164,031","$164,031","$164,031","$164,031"
205,EMEA,Healthcare,Middle Market,,,,,,,,,,,,,,,,"$882,829","$882,829","$882,829","$882,829","$882,829","$882,829","$882,829","$882,829","$882,829","$882,829","$882,829","$882,829","$882,829","$882,829","$882,829","$882,829","$882,829","$882,829","$882,829","$882,829","$882,829","$882,829","$882,829","$882,829","$882,829","$882,829","$882,829"
206,North America,Healthcare,Enterprise,,,,,,,,,,,,,,,,"$417,429","$417,429","$417,429","$417,429","$417,429","$417,429","$417,429","$417,429","$417,429","$417,429","$417,429","$417,429","$417,429","$417,429","$417,429","$417,429","$417,429","$417,429","$417,429","$417,429","$417,429","$417,429","$417,429","$417,429","$417,429","$417,429","$417,429"
