Account Name,Var 1,Var 2,Var 3,Var N,01/2018,02/2018,03/2018,04/2018,05/2018,06/2018,07/2018,08/2018,09/2018,10/2018,11/2018,12/2018,01/2019,02/2019,03/2019,04/2019,05/2019,06/2019,07/2019,08/2019,09/2019,10/2019,11/2019,12/2019,01/2020,02/2020,03/2020,04/2020,05/2020,06/2020,07/2020,08/2020,09/2020,10/2020,11/2020,12/2020,01/2021,02/2021,03/2021,04/2021,05/2021
268.0,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,254992,254992,254992,254992,254992,254992,254992,254992,254992,254992,254992,254992,254992,254992,254992,254992,254992,254992,254992,254992,254992,254992,254992,254992,254992
715.0,North America,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842931,842931,842931
757.0,North America,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590479,590479
224.0,North America,Travel,Enterprise,,,,,,,,,,,,,,,,224464,224464,224464,224464,224464,224464,224464,224464,224464,224464,224464,224464,224464,224464,224464,224464,224464,224464,224464,224464,224464,224464,224464,224464,269356.8,269356.8,269356.8
750.0,APAC,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433787,433787
302.0,EMEA,Financial Services,Middle Market,,,,,,,,,,,,,,,,,,,871826,871826,871826,871826,871826,871826,871826,871826,871826,871826,871826,871826,871826,871826,871826,871826,871826,871826,871826,871826,871826,871826,871826,871826
571.0,APAC,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788154,788154,788154,788154,788154,788154,788154,788154,788154,788154
54.0,APAC,Healthcare,Enterprise,,,,,,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118,519118
402.0,North America,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,,,340087,340087,340087,340087,340087,340087,340087,340087,340087,340087,340087,340087,0,0,0,0,0,0,0,0,0
542.0,APAC,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439339,439339,439339,439339,439339,439339,439339,439339,439339,439339,439339,439339
173.0,North America,Travel,Enterprise,,,,,,,,,,,,,,,981159,981159,981159,981159,981159,981159,981159,981159,981159,981159,981159,981159,735869.25,735869.25,735869.25,735869.25,735869.25,735869.25,735869.25,735869.25,735869.25,735869.25,735869.25,735869.25,809456.175,809456.175,809456.175,809456.175
46.0,APAC,Healthcare,Enterprise,,,,,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,444820.2,444820.2
47.0,APAC,Healthcare,Middle Market,,,,,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,352460,387706,387706
331.0,North America,Travel,SMB,,,,,,,,,,,,,,,,,,,,964504,964504,964504,964504,964504,964504,964504,964504,964504,964504,964504,964504,1205630,1205630,1205630,1205630,1205630,1205630,1205630,1205630,1205630,1205630,1205630
507.0,APAC,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896965,896965,896965,896965,896965,896965,896965,896965,896965,896965,896965,896965,0,0
771.0,North America,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393992
226.0,North America,Travel,Enterprise,,,,,,,,,,,,,,,,51228,51228,51228,51228,51228,51228,51228,51228,51228,51228,51228,51228,51228,51228,51228,51228,51228,51228,51228,51228,51228,51228,51228,51228,61473.6,61473.6,61473.6
330.0,North America,Travel,SMB,,,,,,,,,,,,,,,,,,,,108451,108451,108451,108451,108451,108451,108451,108451,108451,108451,108451,108451,135563.75,135563.75,135563.75,135563.75,135563.75,135563.75,135563.75,135563.75,135563.75,135563.75,135563.75
758.0,APAC,Financial Services,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425304,425304
797.0,North America,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331936
182.0,APAC,Healthcare,SMB,,,,,,,,,,,,,,,86456,86456,86456,86456,86456,86456,86456,86456,86456,86456,86456,86456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308.0,EMEA,Travel,Enterprise,,,,,,,,,,,,,,,,,,,195851,195851,195851,195851,195851,195851,195851,195851,195851,195851,195851,195851,195851,195851,195851,195851,195851,195851,195851,195851,195851,195851,195851,195851
148.0,APAC,Healthcare,SMB,,,,,,,,,,,,,864274,864274,864274,864274,864274,864274,864274,864274,864274,864274,864274,864274,691419.2,691419.2,691419.2,691419.2,691419.2,691419.2,691419.2,691419.2,691419.2,691419.2,691419.2,691419.2,1037128.8,1037128.8,1037128.8,1037128.8,1037128.8,1037128.8
207.0,EMEA,Financial Services,Enterprise,,,,,,,,,,,,,,,,174184,174184,174184,174184,174184,174184,174184,174184,174184,174184,174184,174184,174184,174184,174184,174184,174184,174184,174184,174184,174184,174184,174184,174184,174184,174184,174184
737.0,EMEA,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584679,584679
675.0,EMEA,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853110,853110,853110,853110,853110
142.0,APAC,Travel,Enterprise,,,,,,,,,,,,,610973,610973,610973,610973,610973,610973,610973,610973,610973,610973,610973,610973,916459.5,916459.5,916459.5,916459.5,916459.5,916459.5,916459.5,916459.5,916459.5,916459.5,916459.5,916459.5,1374689.25,1374689.25,1374689.25,1374689.25,1374689.25,1374689.25
776.0,North America,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787751
766.0,North America,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420518
523.0,North America,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590187,590187,590187,590187,590187,590187,590187,590187,590187,590187,590187,590187,1180374
484.0,EMEA,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,352397,352397,352397,352397,352397,352397,352397,352397,352397,352397,352397,352397,352397,352397,352397
231.0,APAC,Healthcare,Middle Market,,,,,,,,,,,,,,,,384127,384127,384127,384127,384127,384127,384127,384127,384127,384127,384127,384127,518571.45,518571.45,518571.45,518571.45,518571.45,518571.45,518571.45,518571.45,518571.45,518571.45,518571.45,518571.45,0,0,0
767.0,EMEA,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392956
435.0,EMEA,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,625465,625465,625465,625465,625465,625465,625465,625465,625465,625465,625465,625465,1250930,1250930,1250930,1250930,1250930
406.0,APAC,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,206432,206432,206432,206432,206432,206432,206432,206432,206432,206432,206432,206432,289004.8,289004.8,289004.8,289004.8,289004.8,289004.8,289004.8,289004.8,289004.8
680.0,EMEA,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105703,105703,105703,105703
534.0,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777646,777646,777646,777646,777646,777646,777646,777646,777646,777646,777646,777646
342.0,North America,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,944046,944046,944046,944046,944046,944046,944046,944046,944046,944046,944046,944046,1180057.5,1180057.5,1180057.5,1180057.5,1180057.5,1180057.5,1180057.5,1180057.5,1180057.5,1180057.5,1180057.5
384.0,APAC,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,,960541,960541,960541,960541,960541,960541,960541,960541,960541,960541,960541,960541,1248703.3,1248703.3,1248703.3,1248703.3,1248703.3,1248703.3,1248703.3,1248703.3,1248703.3,1248703.3
68.0,APAC,Travel,Middle Market,,,,,,,,47225,47225,47225,47225,47225,47225,47225,47225,47225,47225,47225,47225,51947.5,51947.5,51947.5,51947.5,51947.5,51947.5,51947.5,51947.5,51947.5,51947.5,51947.5,51947.5,57142.25,57142.25,57142.25,57142.25,57142.25,57142.25,57142.25,57142.25,57142.25,57142.25,57142.25
163.0,North America,Travel,SMB,,,,,,,,,,,,,,,548535,548535,548535,548535,548535,548535,548535,548535,548535,548535,548535,548535,603388.5,603388.5,603388.5,603388.5,603388.5,603388.5,603388.5,603388.5,603388.5,603388.5,603388.5,603388.5,663727.35,663727.35,663727.35,663727.35
713.0,North America,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587098,587098,587098
78.0,APAC,Healthcare,Enterprise,,,,,,,,,228191,228191,228191,228191,228191,228191,228191,228191,228191,228191,228191,228191,342286.5,342286.5,342286.5,342286.5,342286.5,342286.5,342286.5,342286.5,342286.5,342286.5,342286.5,342286.5,342286.5,342286.5,342286.5,342286.5,342286.5,342286.5,342286.5,342286.5,342286.5,342286.5
470.0,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,899731,899731,899731,899731,899731,899731,899731,899731,899731,899731,899731,899731,899731,899731,899731
75.0,EMEA,Travel,SMB,,,,,,,,,538866,538866,538866,538866,538866,538866,538866,538866,538866,538866,538866,538866,808299,808299,808299,808299,808299,808299,808299,808299,808299,808299,808299,808299,808299,808299,808299,808299,808299,808299,808299,808299,808299,808299
252.0,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,472425,472425,472425,472425,472425,472425,472425,472425,472425,472425,472425,472425,566910,566910,566910,566910,566910,566910,566910,566910,566910,566910,566910,566910,793674,793674
344.0,EMEA,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,512951,512951,512951,512951,512951,512951,512951,512951,512951,512951,512951,512951,641188.75,641188.75,641188.75,641188.75,641188.75,641188.75,641188.75,641188.75,641188.75,641188.75,641188.75
175.0,APAC,Travel,SMB,,,,,,,,,,,,,,,372236,372236,372236,372236,372236,372236,372236,372236,372236,372236,372236,372236,279177,279177,279177,279177,279177,279177,279177,279177,279177,279177,279177,279177,307094.7,307094.7,307094.7,307094.7
279.0,North America,Travel,SMB,,,,,,,,,,,,,,,,,,638093,638093,638093,638093,638093,638093,638093,638093,638093,638093,638093,638093,638093,638093,638093,638093,638093,638093,638093,638093,638093,638093,638093,638093,638093
125.0,APAC,Travel,SMB,,,,,,,,,,,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341,644341
613.0,APAC,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914475,914475,914475,914475,914475,914475,914475,914475,914475
303.0,APAC,Financial Services,Middle Market,,,,,,,,,,,,,,,,,,,750098,750098,750098,750098,750098,750098,750098,750098,750098,750098,750098,750098,750098,750098,750098,750098,750098,750098,750098,750098,750098,750098,750098,750098
119.0,APAC,Travel,Enterprise,,,,,,,,,,,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548,174548
426.0,EMEA,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,164600,164600,164600,164600,164600,164600,164600,164600,164600,164600,164600,164600,279820,279820,279820,279820,279820,279820
77.0,APAC,Travel,SMB,,,,,,,,,104521,104521,104521,104521,104521,104521,104521,104521,104521,104521,104521,104521,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5
759.0,North America,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831705,831705
312.0,APAC,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,748691,748691,748691,748691,748691,748691,748691,748691,748691,748691,748691,748691,935863.75,935863.75,935863.75,935863.75,935863.75,935863.75,935863.75,935863.75,935863.75,935863.75,935863.75
736.0,APAC,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822422,822422
192.0,EMEA,Travel,Enterprise,,,,,,,,,,,,,,,,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307
417.0,EMEA,Financial Services,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,385800,385800,385800,385800,385800,385800,385800,385800,385800,385800,385800,385800,771600,771600,771600,771600,771600,771600
450.0,APAC,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,128966,128966,128966,128966,128966,128966,128966,128966,128966,128966,128966,128966,257932,257932,257932,257932
20.0,APAC,Healthcare,Middle Market,,,830844,830844,830844,830844,830844,830844,830844,830844,830844,830844,830844,830844,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532
